discoverymethod,description,periastrontime,discoveryyear,eccentricity,semimajoraxis,period,name,mass,periastron,list,lastupdate
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,55.639340000,Kepler-809 b,,,Confirmed planets,16/05/10
transit,"Kepler-80 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-80 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,0.0648,7.05246,Kepler-80 b,0.02180,,Confirmed planets,17/12/15
transit,"Kepler-80 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-80 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,0.0792,9.52355,Kepler-80 c,0.02121,,Confirmed planets,17/12/15
transit,"Kepler-80 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-80 d are still unknown, the object is highly unlikely to be a false positive.",,2014,,0.0372,3.07222,Kepler-80 d,0.02124,,Confirmed planets,17/12/15
transit,"Kepler-80 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-80 e are still unknown, the object is highly unlikely to be a false positive.",,2014,,0.0491,4.64489,Kepler-80 e,0.01299,,Confirmed planets,17/12/15
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,0.0175,0.9867873,Kepler-80 f,,,Confirmed planets,17/12/15
transit,The planet Kepler-80 g was identified using machine learning. The Kepler-80 system contains a five-planet resonant chain.,,2017,,,14.64558,Kepler-80 g,,,Confirmed planets,17/12/15
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.597253850,Kepler-810 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,23.584476970,Kepler-811 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,10.117165310,Kepler-812 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,19.129473370,Kepler-813 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,6.146985100,Kepler-814 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.575035520,Kepler-815 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,10.506825650,Kepler-816 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.990106230,Kepler-817 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,10.035385810,Kepler-818 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,33.199564800,Kepler-819 b,,,Confirmed planets,16/05/10
transit,"Kepler-81 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-81 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,5.954880,Kepler-81 b,,,Confirmed planets,14/02/26
transit,"Kepler-81 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-81 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,12.039956,Kepler-81 c,,,Confirmed planets,14/02/26
transit,"Kepler-81 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-81 d are still unknown, the object is highly unlikely to be a false positive.",,2014,,,20.837846,Kepler-81 d,,,Confirmed planets,14/02/26
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,127.833809800,Kepler-820 b,,,Confirmed planets,16/05/10
