magK,magB,metallicity,magH,name,mass,magV,spectraltype,radius,magJ,temperature,planets
12.9510000,,-0.260,13.1050000,NGTS-21,0.72,15.5060000,K3V,0.86,13.6220000,4660.00,1.0
12.7300000,,-0.260,12.7970000,NGTS-23,1.01,14.1260000,F9V,1.24,13.0560000,6057.00,1.0
11.5100000,,0.270,11.5770000,NGTS-24,1.26,13.2140000,G2IV,1.64,11.8790000,5820.00,1.0
12.3240000,,0.120,12.4170000,NGTS-25,0.91,14.3330000,K0V,0.86,12.8180000,5321.00,1.0
9.799,11.410,-0.06,9.858,NGTS-2,1.64,10.961,F5 V,1.702,10.055,6478,1.0
12.814,15.451,0.12,12.965,NGTS-3 A,1.017,14.642,G6 V,0.93,13.281,5600,1.0
,,,,NGTS-3 B,,,,,,,0.0
11.07,13.95,-0.28,11.14,NGTS-4,0.75,13.14,,0.84,11.58,5143,1.0
11.612,14.706,0.12,11.708,NGTS-5,0.661,13.770,K2 V,0.739,12.117,4987,1.0
11.650,15.171,0.11,11.767,NGTS-6,0.767,14.087,,0.754,12.222,4730,1.0
11.642,,0.240,11.751,NGTS-8,0.89,13.680,K0V,0.98,12.140,5241.00,1.0
11.452,,0.310,11.488,NGTS-9,1.34,12.800,F8V,1.38,11.712,6330.00,1.0
16.17,16.0,,16.25,NN Ser A,0.535,16.6,DAO1,,16.91,57000,0.0
,,,,NN Ser B,0.111,,M4,,,,0.0
,,,,NSVS 14256825 A,0.419,,,0.190,,,0.0
,,,,NSVS 14256825 B,0.109,,,0.151,,,0.0
,,0.18,,nu Oct A,1.61,3.743,K0III,5.81,,4860,1.0
,,,,nu Oct B,0.58522,,,,,,0.0
1.225,,0.060,1.289,nu Oph,2.70,3.340,K0III,14.60,1.732,4886.00,2.0
14.63,13.6,,14.65,NY Virginis A,0.46,13.3,sdB,,14.59,33000,0.0
,,,,NY Virginis B,0.14,,M5,,,3000,0.0
,,,,OGLE-2003-BLG-235L,0.63,,K,,,,1.0
,,,,OGLE-2005-BLG-071L,0.46,,,,,,1.0
,,,,OGLE-2005-BLG-169L,0.69,22.783,K,,,,1.0
,,,,OGLE-2005-BLG-390L,0.22,,M,,,,1.0
,,,17.17,OGLE-2006-BLG-109L,0.51,,,,,,2.0
,,,,OGLE-2007-BLG-349L A,0.41,,,,,,0.0
,,,,OGLE-2007-BLG-349L B,0.30,,,,,,0.0
,,,,OGLE-2007-BLG-368L,0.64,,,,,,1.0
,,,,OGLE-2008-BLG-092L A,0.71,,,,,,1.0
,,,,OGLE-2008-BLG-092L B,0.15,,,,,,0.0
,,,,OGLE-2008-BLG-355L,0.37,,,,,,1.0
,,,,OGLE-2011-BLG-0173L,0.41,,,,,,1.0
,,,,OGLE-2011-BLG-0251L,0.26,,M,,,,1.0
,,,,OGLE-2011-BLG-0265L,0.211,,M3-M4,,,,1.0
,,,16.36,OGLE-2012-BLG-0026L,1.06,20.66,,,,,2.0
13.334,,,13.664,OGLE-2012-BLG-0358L,0.022,,,,14.668,,1.0
,,,,OGLE-2012-BLG-0406L,0.44,,,,,,1.0
,,,,OGLE-2015-BLG-0563L,0.34,,,,,,1.0
,,,,OGLE-2012-BLG-0724L,0.29,,M,,,,1.0
,,,,OGLE-2012-BLG-0838L,0.40,,,,,,1.0
,,,17.52,OGLE-2012-BLG-0950L,0.56,,,,,,1.0
,,,,OGLE-2013-BLG-0102L A,0.096,,,,,,1.0
,,,,OGLE-2013-BLG-0132L,0.54,,,,,,1.0
,,,,OGLE-2013-BLG-0341L A,0.1209,,,,,,0.0
,,,,OGLE-2013-BLG-0341L B,0.1127,,,,,,1.0
,,,,OGLE-2013-BLG-0723L A,0.097,,,,,,0.0
,,,,OGLE-2013-BLG-0723L B,0.031,,,,,,1.0
,,,,OGLE-2013-BLG-0911L,0.29,,,,,,1.0
,,,,OGLE-2013-BLG-1721L,0.46,,,,,,1.0
,,,,OGLE-2013-BLG-1761L,0.33,,M/K,,,,1.0
,,,,OGLE-2014-BLG-0124L,0.71,,,,,,1.0
,,,,OGLE-2014-BLG-0319,0.52,,,,,,1.0
,,,,OGLE-2014-BLG-0676L,0.62,,,,,,1.0
,,,,OGLE-2014-BLG-1722L,0.40,,,,,,2.0
,,,20.80,OGLE-2014-BLG-1760L,0.51,,,,,,1.0
,,,,OGLE-2015-BLG-0051L,0.10,,,,,,1.0
,,,,OGLE-2015-BLG-0954L,0.30,,,,,,1.0
,,,,OGLE-2015-BLG-0966L,0.38,,,,,,1.0
,,,,OGLE-2015-BLG-1649L,0.34,,,,,,1.0
,,,,OGLE-2015-BLG-1670L,0.55,,,,,,1.0
,,,,OGLE-2015-BLG-1771L,0.08,,,,,,1.0
,,,,OGLE-2016-BLG-0263L,0.13,,,,,,1.0
,,,,OGLE-2016-BLG-0613L A,0.72,,,,,,0.0
,,,,OGLE-2016-BLG-0613L B,0.28,,,,,,0.0
,,,,OGLE-2016-BLG-1067L,0.30,,,,,,1.0
,,,,OGLE-2016-BLG-1093L,0.48,,,,,,1.0
,,,,OGLE-2016-BLG-1190L,0.88,,,,,,1.0
,,,,OGLE-2016-BLG-1195L,0.078,,,,,,1.0
,,,,OGLE-2016-BLG-1227L,0.10,,,,,,1.0
,,,,OGLE-2016-BLG-1928,,,,,,,1.0
,,,,OGLE-2017-BLG-0114,,,,,,,1.0
,,,,OGLE-2017-BLG-0173L,0.396,,,,,,1.0
,,,,OGLE-2017-BLG-0373L,0.248,,,,,,1.0
,,,,OGLE-2017-BLG-0406L,0.56,,,,,,1.0
,,,,OGLE-2017-BLG-0482L,0.20,,,,,,1.0
,,,,OGLE-2017-BLG-0604L,0.70,,,,,,1.0
,,,,OGLE-2017-BLG-1049,0.55,,,,,,1.0
,,,,OGLE-2017-BLG-1099,0.45,,,,,,1.0
,,,,OGLE-2017-BLG-1140L,0.21,,,,,,1.0
,,,,OGLE-2017-BLG-1375L,0.81,,,,,,1.0
,,,,OGLE-2017-BLG-1434L,0.234,,,,,,1.0
,,,,OGLE-2017-BLG-1522L,0.045,,,,,,1.0
,,,,OGLE-2017-BLG-1691L,0.45,,,,,,1.0
,,,,OGLE-2018-BLG-0298,0.69,,,,,,1.0
,,,,OGLE-2018-BLG-0383,0.1,,,,,,1.0
,,,,OGLE-2018-BLG-0506,0.63,,,,,,1.0
,,,,OGLE--2018-BLG-0516,0.47,,,,,,1.0
,,,,OGLE-2018-BLG-0567L,0.24,,,,,,1.0
,,,,OGLE-2018-BLG-0596L,0.23,,,,,,1.0
,,,,OGLE-2018-BLG-0677L,0.12,,,,,,1.0
,,-0.240,,OGLE-2018-BLG-0740L,1.00,,GV,,,5912.00,1.0
,,,,OGLE-2018-BLG-0799,0.16,,,,,,1.0
,,,,OGLE-2018-BLG-0962L,0.55,,,,,,1.0
,,,,OGLE-2018-BLG-0977,0.47,,,,,,1.0
,,,,OGLE-2018-BLG-1011L,0.18,,,,,,2.0
,,,,OGLE-2018-BLG-1119,0.48,,,,,,1.0
,,,,OGLE-2018-BLG-1185,0.37,,,,,,1.0
,,,,OGLE-2018-BLG-1269L,1.11,,,,,,1.0
,,,,OGLE-2018-BLG-1428L,0.43,,,,,,1.0
,,,,OGLE-2018-BLG-1544,0.62,,,,,,1.0
,,,,OGLE-2018-BLG-1700L,0.42,,,,,,1.0
,,,,OGLE-2019-BLG-0468L,0.92,,G,,,,2.0
,,,,OGLE-2019-BLG-0954L,0.8,,,,,,1.0
,,,,OGLE-2019-BLG-0960,0.47,,,,,,1.0
,,,,OGLE-2019-BLG-1470LAB,0.72,,,,,,1.0
,,,,OGLE-2019-BLG-1492,0.68,,,,,,1.0
13.12,,-0.05,13.25,OGLE2-TR-L9,1.52,,F3,1.53,13.51,6933.0,1.0
12.856,,0.28,13.314,OGLE-TR-10,1.277,15.780,G2V,1.52,13.962,6075.0,1.0
14.14,,0.12,14.22,OGLE-TR-111,0.82,16.96,G,0.831,14.7,5070.0,1.0
13.0,,0.09,,OGLE-TR-113,0.779,16.08,K,0.774,,4790,1.0
14.990,,0.37,14.861,OGLE-TR-132,1.19,,F,1.35,15.252,6210.0,1.0
14.74,,0.37,14.90,OGLE-TR-182,1.14,16.84,,1.14,15.45,5924.0,1.0
13.38,15.3,0.11,13.42,OGLE-TR-211,1.33,,,1.64,,6325.0,1.0
,,,,OGLE-TR-56,1.17,16.6,G,1.32,,5940.0,1.0
2.838,6.239,-0.24,2.955,Omega Serpentis,2.17,5.230,G8III,12.30,3.461,4770,1.0
3.13,6.53,-0.29,3.169,omi CrB,2.13,5.51,K0 III,10.5,3.651,4749,1.0
1.34,4.27,-0.09,1.40,omi UMa,3.09,3.35,G4 II-III,14.1,1.87,5242,1.0
,,,,Oph 11 A,0.051,,M7.25,,,2838,1.0
8.542,13.42,,8.823,PDS 70,,12.233,K7,,9.553,3972.00,2.0
,,,,PH-1 Aa,1.384,,F,1.759,,,0.0
,,,,PH-1 Ab,0.386,,M,0.422,,,0.0
,,,,PH-1 Ba,0.99,,G2,,,,0.0
,,,,PH-1 Bb,0.51,,M2,,,,0.0
,,-0.08,,PH-2,0.94,,,1.00,,5629,1.0
14.24,19.54,-0.03,14.38,POTS-1,0.695,17.94,K5V,0.588,15.17,4400,1.0
9.142,11.109,0.187,9.227,Pr0201,1.234,10.445,F7.5,1.167,9.463,6174,1.0
10.173,13.02,0.18,10.242,Pr0211,0.935,12.15,G9.3,0.827,10.660,5300,2.0
,,,,Procyon A,1.499,2.66,F5IV,,,,0.0
,,,,Procyon B,0.602,12.98,DQZ,,,,0.0
3.502,5.00,-0.10,3.648,Psi-1 Draconis A,1.430,4.56,F5IV-V,,3.803,6546,0.0
,,,,Psi-1 Draconis C,0.526,,K/M,,,,0.0
4.53,6.261,0.00,4.59,Psi-1 Draconis B,1.19,5.699,G0V,,5.00,6213,1.0
,,,,PSR 1257+12,1.4,,Pulsar,0.000014,,,3.0
15.556,,,16.183,PSR B0329+54,1.44,,,,17.093,,1.0
,,,,PSR B1620-26,1.35,24,Pulsar,0.000014,,,0.0
,,,,WD J1623-266,0.34,,D,,,,0.0
,,,,PSR J1311-3430,,,,,,,1.0
,,,,PSR J1719-1438,1.4,,Pulsar,0.000014,,,1.0
,,,,PSR J2322-2650,1.40,,,,,,1.0
11.357,17.4,,11.559,PTFO 8-8695,0.34,16.26,M3,1.07,12.232,3470,2.0
11.382,,0.016,11.474,Qatar-10,1.16,12.879,F7V,1.25,11.754,6124.00,1.0
10.409,13.90,0.2,10.527,Qatar-1,0.85,12.84,K,0.80,10.999,4910,1.0
10.619,14.0,,10.794,Qatar-2,0.74,13.3,K,0.713,11.350,4645.0,1.0
,13.13,-0.041,,Qatar-3,1.145,12.88,,1.272,,6007.0,1.0
,14.69,0.166,,Qatar-4,0.954,13.60,,1.115,,5219.0,1.0
,13.00,0.377,,Qatar-5,1.128,12.82,,1.076,,5747.0,1.0
9.226,,-0.025,9.307,Qatar-6,0.82,11.438,K2V,0.72,9.712,5052.00,1.0
11.561,,0.276,11.599,Qatar-7,1.41,13.030,F4V,1.56,11.859,6387.00,1.0
9.937,,0.025,10.005,Qatar-8,1.03,11.526,G0V,1.31,10.296,5738.00,1.0
11.104,,0.252,11.235,Qatar-9,0.72,14.133,K5V,0.70,11.835,4309.00,1.0
3.89,6.01,-0.31,3.99,Rho Coronae Borealis,0.889,5.41,G0V,1.3617,4.09,5627,2.0
,,,,Rigel A,21,,B8,78.9,,,0.0
,,,,Rigel Ba,3.84,,,,,,0.0
,,,,Rigel Bb,2.94,,,,,,0.0
,,,,Rigel C,3.84,,,,,,0.0
5.654,12.905,,5.945,Ross 128,0.168,11.153,M4V,0.1967,6.505,3192,1.0
,,,,Ross 154,0.17,13.07,M3.5Ve,,,,0.0
,,,,Ross 248,0.136,14.79,M5.5Ve,,,,0.0
5.578,11.233,,,Ross 458 A,0.6,9.76,M0.5V,,,,0.0
9.9,,,,Ross 458 B,0.075,,M7V,,,,0.0
,,-0.2,,Ross 508,0.177,13.0,M4.92,0.211,,3071.0,1.0
,,,,Ross 614A,0.223,13.09,M4.5V,,,,0.0
,,,,Ross 614B,0.111,16.17,M5.5V,,,,0.0
9.21,,,9.93,ROXs 12,0.87,14.29,M0,,11.02,3850,1.0
9.0,,,,ROXs 42 B A,0.89,,M0,,,3850,0.0
10.1,,,,ROXs 42 B B,0.36,,,,,,0.0
9.852,14.92,,10.148,RR Cae A,0.622,14.4,DAZ8+dM,0.015,10.720,7540,0.0
,,,,RR Cae B,0.182,,M4,0.203,,3100,0.0
,,,,Sand 178,,14.0,M3,,,,1.0
6.69,11.2,-0.02,6.915,SAND364,1.35,9.782,K3III,21.8,7.542,4284,1.0
6.494,11.064,0,6.683,SAND978,1.37,9.603,K4III,,7.325,4200,1.0
,,,,SCR 1845-6357 A,0.07,19.41,M8.5V,,,,0.0
,,,,SCR 1845-6357 B,0.03,,T6,,,,0.0
,,,,Sirius A,2.063,1.42,A1V,,,,0.0
,,,,Sirius B,1.018,11.34,DA2,,,,0.0
,,,,SR 12 A,0.3,,K4-M2.5,2.7,,5150.0,0.0
,,,,SR 12 B,,,,3.8,,2500,0.0
,,0.00000001,,Sun,1,,G2V,1,,5778,9.0
,,,,SWEEPS-11,1.1,,,1.45,,,1.0
,,,,SWEEPS-4,1.24,18.8,,1.18,,,1.0
9.270,13.41,,9.416,TAP 26,1.04,12.412,K7,1.36,10.026,,1.0
3.36,4.98,0.26,3.55,tau Boo A,1.39,4.5,F7 V,1.42,3.62,6399,1.0
,,,,tau Boo B,0.40,11.1,M2,,,,0.0
1.794,4.22,-0.55,1.800,tau Ceti,0.783,3.50,G8.5 V,0.793,2.15,5344,7.0
1.681,5.685,0.14,1.821,tau Gem A,2.3,4.41,K2III,26.8,2.377,4388,1.0
,,,,tau Gem B,0.8,11.0,K0V,,,,0.0
,,,,TCP J05074264+2447555L,0.25,14.09,,,,,1.0
,,,,TIC 168789840 B1,1.3,,,1.69,,6365,0.0
,,,,TIC 168789840 B2,0.66,,,0.62,,4290,0.0
,,,,TIC 168789840 A1,1.25,,,1.49,,6400,0.0
,,,,TIC 168789840 A2,0.56,,,0.52,,3923,0.0
,,,,TIC 168789840 C1,1.23,,,1.45,,6350,0.0
,,,,TIC 168789840 C2,0.59,,,0.56,,3990,0.0
,,,,TIC 172900988 A,1.2382,,,1.3844,,,0.0
,,,,TIC 172900988 B,1.2025,,,1.3169,,,0.0
10.485,,0.140,10.571,TIC 237913194,1.03,12.144,G3,1.09,10.858,5788.00,1.0
,,0.14,,TOI-1062,0.94,10.25,,0.84,,5328.0,2.0
,,0.05,,TOI-1064,0.748,11.0,,0.726,,4734.0,2.0
,,,,TOI-1075,0.6,13.0,,0.58,,3921.0,1.0
,,0.08,,TOI-1098,1.21,9.2,F8V,1.19,,6200.0,1.0
,,-0.1,,TOI-1107,1.35,10.5,,1.81,,6311.0,1.0
8.351,,0.200,8.493,TOI-1130,0.68,11.368,K7,0.69,9.055,4250.00,2.0
8.0340000,,0.070,8.0880000,TOI-1136,1.02,9.5340000,,0.97,8.3630000,5770.00,6.0
,,,,TOI-1181,1.38,,F9IV,1.9,,6260.0,1.0
,,0.05,,TOI-1201,0.512,,M2V,0.508,,3476.0,1.0
,,,,TOI-1227,0.17,15.0,M4.5V,0.56,,3072.0,1.0
,,,,TOI-122,0.312,15.5,,0.334,,3403.0,1.0
,,0.05,,TOI-1231,0.485,12.3,M3V,0.476,,3562.0,1.0
7.893,,0.050,8.074,TOI-1235,0.64,11.495,,0.63,8.711,3872.00,1.0
,,0.31,,TOI-1238,0.59,12.8,,0.58,,4089.0,2.0
,,,,TOI-1246,,,,,,,4.0
,,-0.5,,TOI-1259 A,0.68,,,0.739,,4775.0,1.0
,,,,TOI-1259 B,0.561,,,0.0131,,6300,0.0
8.995,,-0.020,9.112,TOI-125,0.86,10.892,K0V,0.85,9.466,5320.00,3.0
,,,,TOI-1260,0.66,11.9,K6V,0.65,,4227.0,2.0
8.840,,-0.500,9.065,TOI-1266,0.45,12.940,M3,0.42,9.706,3600.00,2.0
,,0.25,,TOI-1268,0.96,11.0,K1-K2,0.92,,5200.0,1.0
,,,,TOI-1272,,,,,,,2.0
,,0.44,,TOI-1296,1.17,11.37,,1.664,,5603.0,1.0
,,0.49,,TOI-1298,1.44,11.89,,1.412,,5889.0,1.0
9.646,,0.160,9.762,TOI-132,0.97,,G8V,0.90,10.141,5397.00,1.0
,,0.12,,TOI-1333,1.464,9.5,,1.925,,6274.0,1.0
10.635,,0.010,10.695,TOI-1338 A,1.13,11.720,,1.33,10.950,6050.00,0.0
,,,,TOI-1338 B,0.3162048,,,0.3102,,,0.0
,,,,TOI-1411,0.59,10.0,K6V,0.66,,4266.0,1.0
,,-0.09,,TOI-1422,0.981,,G2V,1.019,,5840.0,2.0
,,,,TOI-1430,,,,,,,1.0
,,,,TOI-1442,0.29,14.0,,0.31,,3330.0,1.0
,,0.13,,TOI-1444,0.934,11.0,,0.907,,5430.0,2.0
9.7400000,,-0.070,10.0260000,TOI-1452,0.25,14.3540000,M4&#1770.5V,0.28,10.6040000,3185.00,1.0
8.4970000,,-0.040,8.7820000,TOI-1468,0.34,12.5000000,M3.0V,0.34,9.3430000,3496.00,2.0
,,0.08,,TOI-1478,0.946,10.8,,1.05,,5595.0,1.0
9.940,,0.280,10.045,TOI-150,1.35,,F,1.53,10.324,6255.00,1.0
,,-0.05,,TOI-1516,1.085,,,1.245,,6420.0,1.0
,,-0.1,,TOI-1518,1.79,,,1.95,,7300.0,1.0
10.892,,0.240,10.990,TOI-157,0.95,12.730,G9IV,1.17,11.371,5404.00,1.0
,,0.329,,TOI-1601,1.517,10.7,,2.186,,5948.0,1.0
,,0.23,,TOI-1634,0.502,13.2,M2,0.45,,3550.0,1.0
10.124,,0.220,10.153,TOI-163,1.44,,F,1.65,10.404,6495.00,1.0
8.4620000,,0.260,8.5800000,TOI-1669,1.00,10.2180000,,1.07,8.9050000,5542.30,1.0
,,0.09,,TOI-1670,1.21,9.9,,1.316,,6170.0,2.0
,,,,TOI-1683,,,,,,,1.0
,,-0.13,,TOI-1685,0.495,,M3.0V,0.492,,3434.0,1.0
,,,,TOI-1693,0.49,13.0,,0.46,,3499.0,1.0
9.4250000,,0.120,9.4730000,TOI-1694,0.84,11.4460000,,0.82,9.9570000,5066.40,2.0
8.8180000,,0.000,8.9840000,TOI-1695,0.54,12.9890000,,0.53,9.6400000,3650.00,1.0
,,0.336,,TOI-1696,0.255,17.0,,0.2775,,3185.0,1.0
10.815,,0.240,10.896,TOI-169,1.15,12.360,G1V,1.29,11.181,5880.00,1.0
,,0.1,,TOI-1710,0.984,9.6,G5V,0.968,,5665.0,1.0
8.803,,0.250,8.953,TOI-1728,0.65,12.400,M0,0.62,9.642,3980.00,1.0
9.722,,0.148,9.825,TOI-172,1.13,,,1.78,10.135,5645.00,1.0
10.2700000,,-0.260,10.4460000,TOI-1749,0.58,13.8600000,M0V,0.55,11.0690000,3985.00,3.0
,,0.2,,TOI-1759,0.61,11.0,M0V,0.6,,4036.0,1.0
,,0.37,,TOI-1789,1.499,9.7,,2.172,,5984.0,1.0
,,,,TOI-178,,12.0,,0.7,,4111.0,6.0
,,-0.029,,TOI-1807,0.75,10.0,,0.68,,4757.0,1.0
,,0.32,,TOI-1811,0.819,,,0.773,,4673.0,1.0
,,0.14,,TOI-1820,1.04,11.0,,1.51,,5734.0,1.0
,,0.22,,TOI-1842,1.46,9.6,,2.02,,6230.0,1.0
,,,,TOI-1860,0.99,8.4,G5V,0.94,,5752.0,1.0
10.509,,0.310,10.666,TOI-1899,0.63,,M0,0.61,11.342,3841.00,1.0
,,0.24,,TOI-201,1.316,9.7,F6V,1.317,,6394.0,1.0
,,0.18,,TOI-2025,1.32,,,1.56,,5880.0,1.0
,,,,TOI-203,,15.0,,,,3209.0,1.0
,,0.04,,TOI-2046,1.153,,F8V,1.237,,6160.0,1.0
,,0.02,,TOI-2048,0.83,11.5,,0.79,,5185.0,1.0
,,,,TOI-206,0.35,,,0.35,,3383.0,1.0
,,-0.032,,TOI-2076,0.85,10.0,,0.761,,5187.0,3.0
,,,,TOI-2081,0.54,13.4,M1,0.534,,3800.0,1.0
,,,,TOI-2109,1.447,10.0,F0,1.698,,6500.0,1.0
,,0.03,,TOI-2136,0.34,14.0,,0.34,,3342.0,1.0
,,0.245,,TOI-2145,1.72,,,2.738,,6189.0,1.0
,,0.28,,TOI-2152,1.516,,,1.612,,6630.0,1.0
,,0.011,,TOI-2154,1.233,,,1.396,,6280.0,1.0
,,0.47,,TOI-2158,1.12,,,1.41,,5673.0,1.0
10.218,,0.320,10.332,TOI-216,0.87,12.324,,0.84,10.759,5026.00,2.0
,,0.253,,TOI-2180,1.111,9.2,,1.636,,5695.0,1.0
,,0.14,,TOI-2184,1.53,12.3,,2.9,,5966.0,1.0
,,0.027,,TOI-2193,1.082,12.0,,1.248,,5966.0,1.0
,,0.04,,TOI-2202,0.823,,K8V,0.794,,5144.0,2.0
,,0.18,,TOI-2207,1.296,,,1.564,,6101.0,1.0
,,-0.217,,TOI-220,0.825,10.4,,0.858,,5298.0,1.0
,,,,TOI-2236,,11.6,,1.66,,6228.0,1.0
,,-0.27,,TOI-2257,0.33,15.2,M3,0.311,,3430.0,1.0
,,,,TOI-2260,0.99,10.5,,0.94,,5534.0,1.0
,,-0.05,,TOI-2285,0.454,13.4,,0.464,,3491.0,1.0
,,0.39,,TOI-2337,1.325,11.0,,3.22,,4780.0,1.0
,,,,TOI-237,0.179,16.4,,0.211,,3212.0,1.0
,,-0.38,,TOI-2406,0.162,18.0,M4V,0.202,,3100.0,1.0
,,,,TOI-2411,0.65,11.3,K5V,0.68,,4099.0,1.0
,,,,TOI-2421,,,,1.92,,5645.0,1.0
,,,,TOI-2427,0.64,10.3,K,0.65,,4072.0,1.0
,,,,TOI-2445,0.25,15.7,M,0.27,,333.0,1.0
,,0.094,,TOI-2497,1.86,,,2.358,,7360.0,1.0
,,-0.106,,TOI-251,1.036,9.9,,0.881,,5875.0,1.0
8.0600000,,-0.273,8.1480000,TOI-2545,1.06,9.5210000,,1.25,8.3610000,5846.29,1.0
,,,,TOI-2567,,,,1.83,,5609.0,1.0
10.9050000,,0.191,10.9600000,TOI-2570,1.06,12.5690000,,1.09,11.3030000,5771.00,1.0
6.2560000,,0.175,6.3250000,TOI-257,1.41,7.5700000,,1.87,6.5040000,6095.00,1.0
,,0.1,,TOI-2669,1.19,9.5,,4.1,,4800.0,1.0
,,-0.29,,TOI-269,0.3917,14.4,M2V,0.398,,3514.0,1.0
8.251,,-0.170,8.531,TOI-270,0.40,12.620,M3.0V,0.38,9.099,3386.00,3.0
9.9140000,,0.148,10.0680000,TOI-3331 A,1.02,11.6350000,,0.95,10.3480000,5609.00,1.0
,,0.017,,TOI-3362,1.445,10.86,G5,1.83,,6532.0,1.0
,,,,TOI-3540,,,,1.34,,58.65,1.0
,,0.4,,TOI-3629,0.63,14.6,,0.6,,3870.0,1.0
,,,,TOI-3693,,,,0.85,,5246.0,1.0
,,0.1,,TOI-3714,0.53,15.2,,0.51,,3660.0,1.0
,,0.0,,TOI-3757,0.64,15.0,,0.62,,3913.0,1.0
10.2400000,,0.230,10.5520000,TOI-3884,0.28,15.7440000,M4,0.30,11.1270000,3269.00,1.0
,,,,TOI-4137,,,,1.65,,6134.0,1.0
,,,,TOI-4138,1.32,11.8,,1.82,,,1.0
8.071,,-0.020,8.219,TOI-421,0.85,,G9V,0.87,8.547,5325.00,2.0
,,0.2,,TOI-431,0.78,9.12,,0.731,,4850.0,3.0
,,0.29,,TOI-4329,1.538,11.5,,2.31,,6000.0,1.0
,,,,TOI-4342,0.6296,12.7,,0.599,,3901.0,2.0
,,,,TOI-4479,0.452,15.2,M3,0.451,,3400.0,1.0
,,,,TOI-451 B,0.45,,,,,,0.0
,,,,TOI-451,0.95,11.0,,0.879,,5550.0,3.0
10.6190000,,0.080,10.6930000,TOI-4562,1.19,12.1400000,F7V,1.15,10.9310000,6096.00,1.0
8.443,,0.260,8.482,TOI-481,1.14,10.040,G,1.66,8.803,5735.00,1.0
7.7150000,,0.120,7.8480000,TOI-500,0.74,10.5400000,K6V,0.68,8.4030000,4440.00,4.0
,,0.12,,TOI-5153,1.24,12.0,F8V,1.4,,6300.0,1.0
9.6000000,,0.415,9.6720000,TOI-5174,1.00,11.5830000,,1.09,10.0030000,5643.77,1.0
11.9510000,,,12.2260000,TOI-519,0.37,17.3500000,M3.5,0.37,12.8470000,3350.00,1.0
10.6270000,,,10.6940000,TOI-5238,1.00,12.2140000,,1.02,11.0090000,5631.00,1.0
,,0.376,,TOI-530,0.53,15.4,,0.54,,3659.0,1.0
,,0.38,,TOI-532,0.639,14.4,,0.612,,3957.0,1.0
,,,,TOI-540,0.159,,,0.1895,14.492,3216,1.0
,,,,TOI-544,0.85,11.0,,0.66,,4369.0,1.0
10.8970000,,-0.210,10.9450000,TOI-5542,0.89,12.4200000,G3V,1.06,11.2660000,5700.00,1.0
8.394,,-0.330,8.504,TOI-561,0.79,,G9V,0.85,8.879,5455.00,5.0
9.604,,0.143,9.710,TOI-564,1.00,11.175,,1.09,10.044,5640.00,1.0
,,0.35,,TOI-620,0.577,12.3,M2.5V,0.55,,3708.0,2.0
,,0.26,,TOI-628,1.311,10.0,,1.345,,6250.0,1.0
,,0.174,,TOI-640,1.536,10.5,,2.082,,6460.0,1.0
,,0.114,,TOI-674,0.442,14.2,,0.421,,3505.0,1.0
8.429,10.35,0.00,8.470,TOI-677,1.181,9.82,F8,1.28,8.722,6295,1.0
8.634,,-0.070,8.893,TOI-700,0.41,13.072,M2V,0.42,9.469,3461.00,3.0
,,-0.02,,TOI-712,0.732,10.9,,0.674,,4622.0,3.0
8.490,,0.010,8.554,TOI-763,0.92,10.156,G,0.90,8.858,5450.00,2.0
7.615,,-0.200,7.877,TOI-776,0.54,11.540,M1V,0.54,8.483,3709.00,2.0
9.029,,0.100,9.053,TOI-813,1.32,10.322,G0IV,1.94,9.326,5907.00,1.0
8.432,,-0.092,8.557,TOI-824,0.71,11.153,K4V,0.69,9.145,4600.00,1.0
,,,,TOI-833,0.61,12.0,M0V,0.6,,3920.0,1.0
8.933,,-0.069,9.108,TOI-837,1.12,10.635,G0/F9V,1.02,9.392,6047.00,1.0
10.418,,0.190,10.481,TOI-849,0.93,11.980,G,0.92,10.832,5373.80,1.0
10.106,,0.240,10.188,TOI-892,1.28,11.450,F,1.39,10.455,6261.00,1.0
9.448,,0.140,9.510,TOI-905,0.97,11.192,,0.92,9.890,5570.00,1.0
,,,,TOI-942,0.88,12.0,,0.893,,4969.0,2.0
8.779,,0.215,8.891,TOI-954,1.20,10.343,,1.89,9.180,5710.00,1.0
8.8790000,,0.175,9.0290000,TOI-969,0.73,11.6460000,KV,0.67,9.5960000,4435.00,2.0
10.30,,0.04,10.72,TRAPPIST-1,0.089,18.798,M8 V,0.121,11.35,2516,7.0
9.819,12.35,0.001,9.887,TrES-1,0.88,11.42,K0V,0.85,10.294,5250,1.0
9.846,11.85,0.001,9.920,TrES-2 A,0.983,11.25,G0,1.003,10.232,5850,1.0
12.268,,,12.3715,TrES-2 B,0.509,,,,13.128,3669,0.0
10.608,13.114,0.001,10.655,TrES-3,0.88,12.402,K0V,0.85,11.015,5720,1.0
10.330,12.112,0.28,10.350,TrES-4 A,1.45,11.592,F8,1.81,10.583,6295,1.0
13.631,,,13.527,TrES-4 B,0.626,,K,,14.111,3985,0.0
11.591,14.45,0.20,11.673,TrES-5,0.88,13.58,K0V,0.85,12.111,5171,1.0
10.706,,,11.181,TVLM 513-46546,0.08,15.09,M8.5V,,11.866,,1.0
,,-0.38,,TYC 0434-04538-1,1.04,10.2,,9.99,,4679.0,1.0
